,file_loc,num_boolops,num_lines_with_boolops,file
0,2,0,0,flask/setup.py
1,142,0,0,flask/tests/conftest.py
2,70,0,0,flask/tests/test_instance_config.py
3,168,0,0,flask/tests/test_signals.py
4,258,0,0,flask/tests/test_helpers.py
5,78,0,0,flask/tests/test_logging.py
6,270,2,2,flask/tests/test_json.py
7,256,0,0,flask/tests/test_reqctx.py
8,494,0,0,flask/tests/test_cli.py
9,263,0,0,flask/tests/test_user_error_handler.py
10,1672,2,2,flask/tests/test_basic.py
11,175,0,0,flask/tests/test_appctx.py
12,347,0,0,flask/tests/test_templating.py
13,123,0,0,flask/tests/test_async.py
14,38,0,0,flask/tests/test_converters.py
15,19,0,0,flask/tests/test_subclassing.py
16,25,0,0,flask/tests/test_session_interface.py
17,64,0,0,flask/tests/test_json_tag.py
18,731,0,0,flask/tests/test_blueprints.py
19,226,0,0,flask/tests/test_views.py
20,23,0,0,flask/tests/test_regression.py
21,354,0,0,flask/tests/test_testing.py
22,149,0,0,flask/tests/test_config.py
23,3,0,0,flask/tests/test_apps/cliapp/importerrorapp.py
24,10,0,0,flask/tests/test_apps/cliapp/factory.py
25,0,0,0,flask/tests/test_apps/cliapp/__init__.py
26,2,0,0,flask/tests/test_apps/cliapp/app.py
27,3,0,0,flask/tests/test_apps/cliapp/multiapp.py
28,2,0,0,flask/tests/test_apps/cliapp/inner1/__init__.py
29,2,0,0,flask/tests/test_apps/cliapp/inner1/inner2/flask.py
30,0,0,0,flask/tests/test_apps/cliapp/inner1/inner2/__init__.py
31,1,0,0,flask/tests/test_apps/helloworld/wsgi.py
32,6,0,0,flask/tests/test_apps/helloworld/hello.py
33,2,0,0,flask/tests/test_apps/subdomaintestmodule/__init__.py
34,7,0,0,flask/tests/test_apps/blueprintapp/__init__.py
35,0,0,0,flask/tests/test_apps/blueprintapp/apps/__init__.py
36,11,0,0,flask/tests/test_apps/blueprintapp/apps/frontend/__init__.py
37,11,0,0,flask/tests/test_apps/blueprintapp/apps/admin/__init__.py
38,610,2,2,flask/src/flask/scaffold.py
39,276,4,4,flask/src/flask/sessions.py
40,622,3,3,flask/src/flask/helpers.py
41,2,0,0,flask/src/flask/__main__.py
42,422,8,8,flask/src/flask/blueprints.py
43,43,0,0,flask/src/flask/signals.py
44,23,0,0,flask/src/flask/typing.py
45,55,1,1,flask/src/flask/logging.py
46,119,3,3,flask/src/flask/debughelpers.py
47,35,0,0,flask/src/flask/globals.py
48,123,3,3,flask/src/flask/wrappers.py
49,618,9,8,flask/src/flask/cli.py
50,44,0,0,flask/src/flask/__init__.py
51,1544,17,17,flask/src/flask/app.py
52,385,4,4,flask/src/flask/ctx.py
53,114,1,1,flask/src/flask/views.py
54,197,9,7,flask/src/flask/testing.py
55,132,0,0,flask/src/flask/templating.py
56,265,3,3,flask/src/flask/config.py
57,286,7,7,flask/src/flask/json/__init__.py
58,260,2,2,flask/src/flask/json/tag.py
59,48,1,1,flask/docs/conf.py
60,2,0,0,flask/examples/javascript/setup.py
61,12,0,0,flask/examples/javascript/tests/conftest.py
62,15,0,0,flask/examples/javascript/tests/test_js_example.py
63,3,0,0,flask/examples/javascript/js_example/__init__.py
64,15,0,0,flask/examples/javascript/js_example/views.py
65,2,0,0,flask/examples/tutorial/setup.py
66,90,1,1,flask/examples/tutorial/flaskr/blog.py
67,84,0,0,flask/examples/tutorial/flaskr/auth.py
68,43,0,0,flask/examples/tutorial/flaskr/db.py
69,26,0,0,flask/examples/tutorial/flaskr/__init__.py
70,45,0,0,flask/examples/tutorial/tests/conftest.py
71,23,0,0,flask/examples/tutorial/tests/test_db.py
72,36,0,0,flask/examples/tutorial/tests/test_auth.py
73,10,0,0,flask/examples/tutorial/tests/test_factory.py
74,66,0,0,flask/examples/tutorial/tests/test_blog.py
