,file_loc,num_boolops,num_lines_with_boolops,file
0,8,0,0,face_recognition/setup.py
1,267,0,0,face_recognition/tests/test_face_recognition.py
2,0,0,0,face_recognition/tests/__init__.py
3,32,0,0,face_recognition/docs/conf.py
4,52,1,1,face_recognition/face_recognition/face_detection_cli.py
5,183,0,0,face_recognition/face_recognition/api.py
6,4,0,0,face_recognition/face_recognition/__init__.py
7,85,1,1,face_recognition/face_recognition/face_recognition_cli.py
8,23,0,0,face_recognition/examples/facerec_on_raspberry_pi_Simplified_Chinese.py
9,43,0,0,face_recognition/examples/facerec_from_video_file.py
10,27,0,0,face_recognition/examples/identify_and_draw_boxes_on_faces.py
11,14,0,0,face_recognition/examples/face_distance.py
12,21,0,0,face_recognition/examples/blur_faces_on_webcam.py
13,23,0,0,face_recognition/examples/facerec_on_raspberry_pi.py
14,35,2,2,face_recognition/examples/web_service_example.py
15,165,1,1,face_recognition/examples/facerec_ipcamera_knn.py
16,11,0,0,face_recognition/examples/find_faces_in_picture_cnn.py
17,35,2,2,face_recognition/examples/web_service_example_Simplified_Chinese.py
18,114,1,1,face_recognition/examples/facerec_from_webcam_multiprocessing.py
19,13,0,0,face_recognition/examples/find_facial_features_in_picture.py
20,11,0,0,face_recognition/examples/find_faces_in_picture.py
21,149,2,2,face_recognition/examples/face_recognition_knn.py
22,55,1,1,face_recognition/examples/blink_detection.py
23,16,0,0,face_recognition/examples/recognize_faces_in_pictures.py
24,53,0,0,face_recognition/examples/face_recognition_svm.py
25,26,0,0,face_recognition/examples/benchmark.py
26,45,0,0,face_recognition/examples/facerec_from_webcam_faster.py
27,22,0,0,face_recognition/examples/find_faces_in_batches.py
28,20,0,0,face_recognition/examples/digital_makeup.py
29,31,0,0,face_recognition/examples/facerec_from_webcam.py
