,file_loc,num_boolops,num_lines_with_boolops,file
0,206,2,2,ansible/setup.py
1,13,0,0,ansible/lib/ansible/__init__.py
2,5,0,0,ansible/lib/ansible/release.py
3,110,2,2,ansible/lib/ansible/constants.py
4,34,0,0,ansible/lib/ansible/context.py
5,0,0,0,ansible/lib/ansible/config/__init__.py
6,445,20,19,ansible/lib/ansible/config/manager.py
7,34,2,2,ansible/lib/ansible/config/data.py
8,209,2,2,ansible/lib/ansible/executor/playbook_executor.py
9,718,28,25,ansible/lib/ansible/executor/task_executor.py
10,59,1,1,ansible/lib/ansible/executor/stats.py
11,109,16,12,ansible/lib/ansible/executor/task_result.py
12,117,4,4,ansible/lib/ansible/executor/interpreter_discovery.py
13,2,0,0,ansible/lib/ansible/executor/__init__.py
14,296,12,11,ansible/lib/ansible/executor/task_queue_manager.py
15,408,24,21,ansible/lib/ansible/executor/play_iterator.py
16,699,13,13,ansible/lib/ansible/executor/module_common.py
17,11,0,0,ansible/lib/ansible/executor/action_write_locks.py
18,233,6,6,ansible/lib/ansible/executor/powershell/module_manifest.py
19,0,0,0,ansible/lib/ansible/executor/powershell/__init__.py
20,2,0,0,ansible/lib/ansible/executor/process/__init__.py
21,125,2,2,ansible/lib/ansible/executor/process/worker.py
22,29,0,0,ansible/lib/ansible/executor/discovery/python_target.py
23,0,0,0,ansible/lib/ansible/executor/discovery/__init__.py
24,20,0,0,ansible/lib/ansible/collections/__init__.py
25,74,1,1,ansible/lib/ansible/collections/list.py
26,5,0,0,ansible/lib/ansible/module_utils/ansible_release.py
27,103,4,3,ansible/lib/ansible/module_utils/yumdnf.py
28,97,0,0,ansible/lib/ansible/module_utils/errors.py
29,1479,38,34,ansible/lib/ansible/module_utils/basic.py
30,125,18,14,ansible/lib/ansible/module_utils/splitter.py
31,1365,43,42,ansible/lib/ansible/module_utils/urls.py
32,134,1,1,ansible/lib/ansible/module_utils/api.py
33,53,1,1,ansible/lib/ansible/module_utils/pycompat24.py
34,0,0,0,ansible/lib/ansible/module_utils/__init__.py
35,38,1,1,ansible/lib/ansible/module_utils/json_utils.py
36,6,0,0,ansible/lib/ansible/module_utils/_text.py
37,182,1,1,ansible/lib/ansible/module_utils/service.py
38,140,1,1,ansible/lib/ansible/module_utils/connection.py
39,1038,14,13,ansible/lib/ansible/module_utils/distro/_distro.py
40,18,1,1,ansible/lib/ansible/module_utils/distro/__init__.py
41,0,0,0,ansible/lib/ansible/module_utils/powershell/__init__.py
42,38,1,1,ansible/lib/ansible/module_utils/facts/compat.py
43,72,7,7,ansible/lib/ansible/module_utils/facts/ansible_collector.py
44,33,0,0,ansible/lib/ansible/module_utils/facts/sysctl.py
45,38,1,1,ansible/lib/ansible/module_utils/facts/timeout.py
46,24,0,0,ansible/lib/ansible/module_utils/facts/namespace.py
47,253,10,10,ansible/lib/ansible/module_utils/facts/collector.py
48,64,0,0,ansible/lib/ansible/module_utils/facts/default_collectors.py
49,3,0,0,ansible/lib/ansible/module_utils/facts/__init__.py
50,66,0,0,ansible/lib/ansible/module_utils/facts/packages.py
51,66,1,1,ansible/lib/ansible/module_utils/facts/utils.py
52,51,3,3,ansible/lib/ansible/module_utils/facts/virtual/hpux.py
53,7,0,0,ansible/lib/ansible/module_utils/facts/virtual/dragonfly.py
54,41,0,0,ansible/lib/ansible/module_utils/facts/virtual/netbsd.py
55,40,1,1,ansible/lib/ansible/module_utils/facts/virtual/base.py
56,89,1,1,ansible/lib/ansible/module_utils/facts/virtual/sysctl.py
57,0,0,0,ansible/lib/ansible/module_utils/facts/virtual/__init__.py
58,48,1,1,ansible/lib/ansible/module_utils/facts/virtual/freebsd.py
59,45,0,0,ansible/lib/ansible/module_utils/facts/virtual/openbsd.py
60,312,4,4,ansible/lib/ansible/module_utils/facts/virtual/linux.py
61,102,2,2,ansible/lib/ansible/module_utils/facts/virtual/sunos.py
62,44,0,0,ansible/lib/ansible/module_utils/facts/other/ohai.py
63,46,0,0,ansible/lib/ansible/module_utils/facts/other/facter.py
64,0,0,0,ansible/lib/ansible/module_utils/facts/other/__init__.py
65,57,0,0,ansible/lib/ansible/module_utils/facts/network/hpux.py
66,15,0,0,ansible/lib/ansible/module_utils/facts/network/dragonfly.py
67,27,1,1,ansible/lib/ansible/module_utils/facts/network/darwin.py
68,22,0,0,ansible/lib/ansible/module_utils/facts/network/netbsd.py
69,87,3,3,ansible/lib/ansible/module_utils/facts/network/iscsi.py
70,35,1,1,ansible/lib/ansible/module_utils/facts/network/base.py
71,104,4,4,ansible/lib/ansible/module_utils/facts/network/aix.py
72,34,1,1,ansible/lib/ansible/module_utils/facts/network/nvme.py
73,223,7,7,ansible/lib/ansible/module_utils/facts/network/generic_bsd.py
74,0,0,0,ansible/lib/ansible/module_utils/facts/network/__init__.py
75,72,7,7,ansible/lib/ansible/module_utils/facts/network/fc_wwn.py
76,52,1,1,ansible/lib/ansible/module_utils/facts/network/hurd.py
77,15,0,0,ansible/lib/ansible/module_utils/facts/network/freebsd.py
78,22,0,0,ansible/lib/ansible/module_utils/facts/network/openbsd.py
79,229,10,10,ansible/lib/ansible/module_utils/facts/network/linux.py
80,80,1,1,ansible/lib/ansible/module_utils/facts/network/sunos.py
81,44,3,2,ansible/lib/ansible/module_utils/facts/system/dns.py
82,25,0,0,ansible/lib/ansible/module_utils/facts/system/ssh_pub_keys.py
83,27,0,0,ansible/lib/ansible/module_utils/facts/system/python.py
84,81,6,5,ansible/lib/ansible/module_utils/facts/system/service_mgr.py
